0,0,0,0,0,0,0,0,9,5,5,10,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,9,8,32,32,7,10,0,0,0,0,0,0,0
0,0,0,0,0,0,9,8,32,14,15,32,7,10,0,0,0,0,0,0
0,0,0,0,0,9,8,32,14,22,21,15,32,7,10,0,0,0,0,0
0,0,0,0,9,8,32,14,22,11,11,21,15,32,7,10,0,0,0,0
0,0,0,9,8,32,14,22,11,11,11,11,21,15,32,7,10,0,0,0
0,0,9,8,32,14,22,17,17,17,17,17,17,21,15,32,7,10,0,0
0,9,8,32,14,22,19,41,41,41,41,41,41,20,21,15,32,7,10,0
9,8,32,14,22,11,19,41,41,41,41,41,41,20,11,21,15,32,7,10
2,32,14,22,11,11,19,41,41,41,41,41,41,20,11,11,21,15,32,1
2,12,22,11,11,11,19,41,41,41,41,41,41,20,11,11,11,21,12,1
0,4,11,11,11,11,19,41,41,40,41,41,41,20,11,11,11,11,3,0
0,0,4,11,11,11,19,41,41,41,41,41,41,20,11,11,11,3,0,0
0,0,0,4,11,11,21,12,12,12,12,12,12,22,11,11,3,0,0,0
0,0,0,0,4,11,11,11,11,11,11,11,11,11,11,3,0,0,0,0
0,0,0,0,0,4,11,11,11,11,11,11,11,11,3,0,0,0,0,0
0,0,0,0,0,0,4,11,11,11,11,11,11,3,0,0,0,0,0,0
0,0,0,0,0,0,0,4,11,11,11,11,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,11,11,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0
